# name num_samples height width samples/width avg_x_vel var_x_vel num_pos_x_vel pen_down_samples avg_pressure max_pressure max_pressure_x max_pressure_y pressure_range max_dx avg_ddx max_dy avg_ddy num_neg_vel/Td num_pos_vel/Td
201_012_01.HWR 346 1470 4687 0.0738212075955 29.7543352601 29.7543352601 194.0 300.0 362.473988439 628 1195 250 628 2846 3.17052023121 123 -1.68208092486 0.62 0.763333333333
197_006_04.HWR 906 1444 3953 0.229193017961 3.23399558499 3.23399558499 504.0 661.0 411.686534216 1022 4 -17 1022 510 -1.56070640177 253 -0.669977924945 0.830559757943 0.944024205749
179_016_02.HWR 6786 1799 3222 2.1061452514 0.774388446802 0.774388446802 2396.0 4748.0 149.638373121 331 -360 35 331 1517 0.118626584144 837 0.237695254937 0.602780117944 0.621946082561
204_012_02.HWR 256 1851 6861 0.0373123451392 44.16015625 44.16015625 140.0 236.0 504.03515625 890 904 103 890 3150 5.18359375 393 -0.04296875 0.584745762712 0.707627118644
195_016_02.HWR 754 1571 5116 0.147380766224 6.30901856764 6.30901856764 319.0 730.0 211.423076923 413 -266 681 413 1531 1.81299734748 686 -0.249336870027 0.643835616438 0.508219178082
175_015_04.HWR 4012 8144 5446 0.736687477047 2.35917248255 2.35917248255 1821.0 3070.0 387.894317049 779 2245 6429 779 2545 0.176719840479 3899 0.000997008973081 0.715309446254 0.73680781759
190_003_04.HWR 2196 853 3902 0.562788313685 0.379326047359 0.379326047359 907.0 1671.0 591.806010929 1022 -867 -185 1022 360 -0.81102003643 378 0.260018214936 0.665469778576 0.764811490126
196_001_02.HWR 766 1711 5199 0.147336026159 12.409921671 12.409921671 433.0 459.0 298.231070496 890 837 296 890 2554 0.942558746736 320 0.556135770235 0.949891067538 1.174291939
177_002_04.HWR 3109 1840 5010 0.620558882236 2.18398198778 2.18398198778 1233.0 2156.0 330.374718559 744 -1098 -147 744 1525 -0.223866194918 593 0.241878417498 0.688775510204 0.74814471243
203_014_04.HWR 1637 1729 4969 0.329442543771 4.07391569945 4.07391569945 832.0 1183.0 216.098350641 616 2366 -115 616 1479 -0.453879047037 1378 0.735491753207 0.622992392223 0.811496196112
182_012_03.HWR 577 1658 4076 0.141560353288 7.30675909879 7.30675909879 220.0 562.0 333.251299827 486 1964 376 486 959 -0.613518197574 945 0.660311958406 0.620996441281 0.519572953737
174_004_01.HWR 1721 1676 2081 0.827006246997 2.31783846601 2.31783846601 724.0 837.0 251.570017432 723 -780 66 723 1079 0.195816385822 211 0.0168506682162 0.986857825568 1.13500597372
197_006_03.HWR 934 1939 3965 0.235561160151 1.46573875803 1.46573875803 529.0 670.0 385.290149893 1022 704 -92 1022 425 -2.1295503212 349 -1.02141327623 0.831343283582 1.00149253731
204_015_02.HWR 3067 3176 7328 0.418531659389 5.3495272253 5.3495272253 1514.0 2538.0 563.562438865 1022 -1054 104 1022 4636 0.69677208999 1818 0.632865992827 0.61268715524 0.765957446809
174_004_03.HWR 1085 1274 3544 0.306151241535 8.00737327189 8.00737327189 535.0 705.0 322.725345622 722 1123 133 722 2586 1.52626728111 197 0.0930875576037 0.846808510638 1.01843971631
173_014_01.HWR 2796 1982 7143 0.391432171357 5.67632331903 5.67632331903 1136.0 1891.0 331.646280401 716 -909 -201 716 4364 0.56974248927 1333 0.252503576538 0.828662083554 0.734531993654
171_014_01.HWR 4955 1644 5963 0.830957571692 2.46760847629 2.46760847629 1913.0 4104.0 315.145913219 572 129 -362 572 3153 0.0776992936428 829 0.0924318869828 0.608187134503 0.556530214425
177_002_01.HWR 2449 1875 4778 0.512557555463 3.83135973867 3.83135973867 1218.0 1527.0 284.487545937 763 1096 211 763 2421 0.122907309106 1377 0.777460187832 0.88605108055 0.988212180747
197_016_04.HWR 251 2166 4389 0.0571884256095 -18.7250996016 -18.7250996016 113.0 217.0 547.916334661 956 2169 79 956 462 -10.0876494024 565 -4.08764940239 0.857142857143 0.649769585253
170_001_03.HWR 1337 2168 5467 0.244558258643 5.39341810022 5.39341810022 575.0 785.0 351.285714286 967 1665 -386 967 1829 0.0471204188482 1228 1.30067314884 0.858598726115 0.983439490446
194_003_02.HWR 2633 2937 7938 0.331695641219 -5.9259399924 -5.9259399924 1101.0 2177.0 393.096088112 976 327 -240 976 270 -2.96581845803 270 -0.816938853019 0.550757923748 0.65778594396
200_006_04.HWR 1166 1803 4838 0.241008681273 8.20240137221 8.20240137221 570.0 691.0 208.560891938 720 1059 46 720 2595 0.706689536878 263 -0.0257289879931 1.02026049204 1.07091172214
191_009_01.HWR 2777 1732 7191 0.386177165902 5.53294922578 5.53294922578 974.0 1513.0 312.912495499 916 -1114 -5 916 4589 1.07706157724 278 0.155923658624 0.947785855915 0.894249834765
180_006_04.HWR 1086 2076 8880 0.122297297297 20.6832412523 20.6832412523 549.0 735.0 282.630755064 725 389 -436 725 6800 4.37016574586 1243 1.30755064457 0.889795918367 0.961904761905
195_016_01.HWR 949 1653 4512 0.210328014184 6.04214963119 6.04214963119 422.0 931.0 394.64910432 564 -726 691 564 1797 1.53213909378 870 0.585879873551 0.581095596133 0.500537056928
201_003_04.HWR 1140 651 3573 0.31905961377 3.36315789474 3.36315789474 600.0 692.0 203.493859649 599 773 107 599 871 -0.314035087719 185 -0.172807017544 0.895953757225 1.13728323699
207_015_02.HWR 3847 2282 5871 0.655254641458 2.74239667273 2.74239667273 1659.0 3247.0 414.904600988 802 -239 172 802 2745 0.11177540941 213 0.0538081622043 0.595318755775 0.637203572528
172_004_02.HWR 1806 1257 1890 0.955555555556 1.92026578073 1.92026578073 681.0 1221.0 346.372646733 783 895 -12 783 853 -0.0265780730897 195 0.13122923588 0.712530712531 0.859131859132
204_015_01.HWR 2632 2666 5735 0.458936355711 4.35790273556 4.35790273556 1313.0 2248.0 544.348784195 1022 -564 -41 1022 2911 0.0661094224924 1427 0.751899696049 0.59653024911 0.73487544484
192_004_03.HWR 1285 1721 2728 0.471041055718 4.74552529183 4.74552529183 688.0 920.0 229.60311284 489 1169 -57 489 1685 0.499610894942 907 0.618677042802 0.63152173913 1.025
179_016_01.HWR 7049 2081 3566 1.97672462142 0.96013618953 0.96013618953 2561.0 4632.0 191.166690311 447 -1670 -589 447 1896 0.115761100865 1387 0.339055185133 0.732081174439 0.708333333333
207_015_01.HWR 4019 2293 6134 0.655200521682 3.18487185867 3.18487185867 1877.0 3185.0 425.106991789 883 -519 -78 883 3541 0.33938790744 1062 0.25205274944 0.665620094192 0.740031397174
200_006_03.HWR 1282 1681 6068 0.211272247858 11.2971918877 11.2971918877 605.0 709.0 177.500780031 688 2401 44 688 4273 2.03510140406 200 0.0296411856474 1.1071932299 1.14245416079
194_003_01.HWR 3154 5417 13914 0.226678165876 7.23715916297 7.23715916297 1294.0 2199.0 264.415979708 774 -471 -158 774 13240 1.27266962587 5242 0.0729232720355 0.737153251478 0.831741700773
176_016_02.HWR 891 1598 4958 0.179709560307 10.8035914703 10.8035914703 465.0 868.0 278.086419753 564 2542 188 564 2892 2.17957351291 908 2.01683501684 0.533410138249 0.587557603687
194_003_03.HWR 2964 7116 17453 0.169827536813 7.13191632928 7.13191632928 1274.0 1778.0 262.024291498 712 -491 -102 712 16543 1.07995951417 6362 0.00910931174089 0.876265466817 0.9696287964
186_009_04.HWR 916 2099 5311 0.172472227452 14.7358078603 14.7358078603 450.0 703.0 474.331877729 935 755 180 935 4162 3.43886462882 1279 1.8307860262 0.611664295875 0.788051209104
190_003_03.HWR 2108 1106 3897 0.540928919682 1.17884250474 1.17884250474 827.0 1694.0 571.526091082 1022 -988 -202 1022 434 -0.569734345351 163 -0.0673624288425 0.587957497048 0.717827626919
171_014_03.HWR 5337 1551 7552 0.706700211864 3.22596964587 3.22596964587 2153.0 4066.0 274.049465992 584 -59 -317 584 4861 0.418774592468 1075 0.13209668353 0.638465322184 0.647319232661
196_009_04.HWR 1019 1404 2951 0.345306675703 3.25417075564 3.25417075564 535.0 700.0 491.931305201 1020 907 41 1020 660 -0.66339548577 650 0.0117762512267 0.835714285714 1.04428571429
173_014_03.HWR 2733 1766 8629 0.316722679337 7.44639590194 7.44639590194 1157.0 1656.0 302.73838273 868 -110 -281 868 5864 1.14196853275 1213 0.24954262715 1.0229468599 0.855676328502
191_009_04.HWR 2622 2284 5364 0.488814317673 3.86155606407 3.86155606407 1080.0 1448.0 367.24446987 1022 2637 -415 1022 2751 0.339054157132 547 0.406559877956 0.967541436464 1.01104972376
176_016_04.HWR 710 1936 6852 0.103619381203 21.4309859155 21.4309859155 393.0 691.0 298.025352113 634 2938 109 634 4845 5.85352112676 1380 3.34225352113 0.586107091172 0.617945007236
179_016_04.HWR 5675 2971 4888 1.16100654664 1.73762114537 1.73762114537 2417.0 3953.0 223.592070485 401 -1938 -485 401 2911 0.312775330396 1632 0.457444933921 0.652415886668 0.746521629142
204_012_01.HWR 269 1936 7701 0.0349305285028 42.0371747212 42.0371747212 147.0 253.0 525.420074349 913 3834 318 913 3120 4.60223048327 671 0.992565055762 0.545454545455 0.679841897233
172_004_04.HWR 1868 6364 4728 0.395093062606 -5.43736616702 -5.43736616702 565.0 1228.0 336.711991435 1022 1106 74 1022 43 -2.22644539615 111 -3.11349036403 0.78990228013 0.767100977199
207_015_04.HWR 3392 2568 6309 0.537644634649 3.75383254717 3.75383254717 1639.0 2872.0 440.433962264 686 -1055 659 686 3535 0.416568396226 202 0.0837264150943 0.587743732591 0.700208913649
204_015_03.HWR 2687 3347 6720 0.399851190476 5.05656866394 5.05656866394 1527.0 2357.0 567.18756978 1022 -1854 -119 1022 3584 0.285448455527 2011 0.796055080015 0.585914297836 0.811624946966
190_003_02.HWR 2254 1062 3954 0.570055639858 0.723158828749 0.723158828749 882.0 1692.0 488.688553682 1022 -929 -442 1022 385 -0.661047027507 499 0.281721384206 0.653073286052 0.755910165485
188_001_02.HWR 2714 1716 3982 0.681567051733 1.48415622697 1.48415622697 909.0 1582.0 266.030950626 634 -1082 -93 634 603 -0.586588061901 84 -0.392041267502 0.762326169406 0.761694058154
175_015_02.HWR 4584 2144 4666 0.982426060866 1.9657504363 1.9657504363 1915.0 3724.0 446.345986038 940 2321 447 940 2443 0.167757417103 1041 0.352966841187 0.671589688507 0.653329752954
171_014_04.HWR 5541 988 7171 0.772695579417 2.98628406425 2.98628406425 2102.0 4358.0 232.655116405 481 -77 -240 481 4701 0.408770979968 650 0.0720086626963 0.571592473612 0.581688848095
186_009_03.HWR 1113 1430 8904 0.125 21.688230009 21.688230009 501.0 739.0 432.575022462 1022 603 188 1022 7674 5.89128481581 335 -0.0404312668464 0.778078484438 0.834912043302
179_016_03.HWR 6395 2143 3526 1.81366988088 1.14198592651 1.14198592651 2433.0 3482.0 129.957310399 443 -791 870 443 2210 0.240344018765 1604 0.38967943706 0.904365307295 0.88311315336
203_014_03.HWR 2047 1663 13243 0.154572226837 11.2965315095 11.2965315095 980.0 1224.0 196.5456766 527 463 -278 527 6186 0.799218368344 905 0.114313629702 0.781862745098 0.93137254902
190_003_01.HWR 2131 1098 3289 0.647917300091 0.446269357109 0.446269357109 862.0 1426.0 451.415297982 1022 -1074 -270 1022 346 -0.877991553261 495 0.328015016424 0.720897615708 0.907433380084
177_002_02.HWR 3124 2034 5275 0.592227488152 3.55473751601 3.55473751601 1260.0 1774.0 304.791613316 851 1334 -608 851 2992 0.276248399488 1413 0.580985915493 0.862457722661 0.968432919955
196_009_02.HWR 1151 1591 3961 0.290583186064 4.56298870547 4.56298870547 580.0 773.0 477.15986099 976 1112 -72 976 1310 -0.00173761946134 427 -0.132927888792 0.861578266494 1.13065976714
188_001_04.HWR 2477 1591 3756 0.659478168264 0.314089624546 0.314089624546 856.0 1724.0 299.194993944 636 695 -185 636 96 -0.485264432782 1006 0.500605571256 0.704176334107 0.696055684455
197_006_01.HWR 967 1532 4303 0.224726934697 5.7259565667 5.7259565667 541.0 672.0 350.523267839 972 2137 247 972 1256 -0.522233712513 241 0.133402275078 0.831845238095 1.0
204_012_04.HWR 301 1680 6069 0.0495963091119 36.1295681063 36.1295681063 164.0 283.0 532.631229236 881 2021 249 881 2983 3.54485049834 724 0.803986710963 0.52296819788 0.664310954064
201_012_04.HWR 358 1512 3459 0.103498120844 18.0670391061 18.0670391061 185.0 285.0 270.918994413 571 845 26 571 1606 -0.0446927374302 327 -0.312849162011 0.59298245614 0.701754385965
197_006_02.HWR 948 1495 4255 0.222796709753 3.4641350211 3.4641350211 504.0 675.0 388.101265823 1022 1272 18 1022 461 -1.51898734177 437 -0.467299578059 0.838518518519 0.92
175_015_01.HWR 5312 2883 4961 1.07075186454 1.18072289157 1.18072289157 2046.0 4270.0 440.722138554 838 2605 253 838 1535 -0.0263554216867 1439 0.0336972891566 0.660655737705 0.601170960187
180_006_02.HWR 1158 1427 6564 0.176416819013 13.3886010363 13.3886010363 630.0 784.0 280.21761658 607 327 -98 607 4470 2.0518134715 265 0.27115716753 0.849489795918 0.940051020408
176_016_03.HWR 593 1371 4551 0.13030103274 9.21753794266 9.21753794266 272.0 570.0 317.116357504 538 2570 132 538 1560 1.30522765599 776 2.01517706577 0.661403508772 0.610526315789
172_004_03.HWR 1437 1366 1760 0.816477272727 0.212247738344 0.212247738344 585.0 887.0 358.753653445 974 34 34 974 42 -0.507306889353 75 -0.247738343772 0.916572717024 1.05298759865
172_004_01.HWR 1974 1696 1794 1.10033444816 1.31053698075 1.31053698075 762.0 931.0 262.547112462 964 956 313 964 610 -0.064336372847 241 0.0623100303951 1.14822771214 1.31686358754
196_001_01.HWR 780 1801 5184 0.150462962963 13.658974359 13.658974359 398.0 532.0 390.112820513 1022 760 272 1022 2980 1.63333333333 435 0.823076923077 0.697368421053 0.941729323308
191_009_02.HWR 3246 1804 4866 0.667077681874 2.40357362908 2.40357362908 1095.0 1908.0 377.922365989 1022 2496 -327 1022 2033 0.101663585952 478 0.228897104128 0.9035639413 0.786163522013
176_016_01.HWR 1629 2441 12474 0.130591630592 12.364640884 12.364640884 743.0 784.0 211.092694905 784 -2074 -385 784 6427 -0.0650705954573 801 0.749539594843 1.10841836735 1.2193877551
201_003_01.HWR 1110 769 3221 0.344613474076 2.90720720721 2.90720720721 585.0 656.0 207.863063063 514 -415 24 514 660 -0.528828828829 215 0.297297297297 0.914634146341 1.10670731707
173_014_02.HWR 3583 9199 16790 0.21340083383 -7.49986045214 -7.49986045214 1267.0 2292.0 352.214066425 953 1411 806 953 250 -2.96567122523 444 -1.4574379012 0.75479930192 0.709860383944
177_002_03.HWR 2670 2011 4509 0.592149035263 3.05355805243 3.05355805243 1184.0 1555.0 268.680524345 890 -1643 -244 890 2005 -0.0498127340824 1486 0.74606741573 0.91575562701 1.03922829582
179_002_03.HWR 5114 1765 3916 1.30592441267 1.19554165037 1.19554165037 1865.0 2357.0 116.361947595 500 -749 -205 500 1409 -0.0934689088776 1113 0.261439186547 1.16037335596 1.13788714468
188_001_01.HWR 2410 1961 3950 0.610126582278 1.49045643154 1.49045643154 803.0 1549.0 233.64439834 630 1423 -201 630 717 -0.288796680498 169 0.0502074688797 0.754034861201 0.746287927695
196_001_03.HWR 743 1562 6309 0.117768267554 18.7039030956 18.7039030956 411.0 436.0 298.510094213 931 1075 450 931 4041 3.09690444145 348 0.896366083445 1.00458715596 1.18577981651
194_003_04.HWR 2296 2660 8453 0.271619543357 -6.84320557491 -6.84320557491 1099.0 1950.0 329.638501742 720 127 -209 720 262 -3.34668989547 60 -0.980400696864 0.588205128205 0.722051282051
197_016_01.HWR 287 1397 4737 0.0605868693266 3.24041811847 3.24041811847 135.0 259.0 556.679442509 1005 1951 194 1005 466 -1.51916376307 718 0.268292682927 0.667953667954 0.579150579151
192_004_02.HWR 1479 1760 2552 0.579545454545 3.82014874915 3.82014874915 788.0 1092.0 200.617985125 396 1003 -57 396 1549 0.369168356998 833 0.505747126437 0.604395604396 0.97619047619
186_009_02.HWR 1331 1326 5356 0.248506348021 9.47633358377 9.47633358377 569.0 736.0 338.820435763 999 1087 263 999 3906 2.26220886551 361 0.525920360631 0.828804347826 1.05434782609
197_016_03.HWR 258 1725 4468 0.0577439570278 4.57364341085 4.57364341085 117.0 227.0 572.879844961 1007 434 -47 1007 446 -1.57364341085 610 -1.70542635659 0.696035242291 0.603524229075
180_006_03.HWR 1087 1792 5466 0.198865715331 11.2483900644 11.2483900644 632.0 741.0 253.632934683 576 -825 -718 576 3404 1.19135234591 1029 0.996320147194 0.894736842105 1.04588394062
201_012_03.HWR 340 1380 4012 0.0847457627119 23.9470588235 23.9470588235 185.0 299.0 314.329411765 598 487 83 598 2231 2.32352941176 373 -0.367647058824 0.531772575251 0.665551839465
201_003_02.HWR 1008 780 3262 0.309012875536 2.84027777778 2.84027777778 517.0 674.0 226.087301587 572 502 100 572 527 -0.741071428571 253 -0.188492063492 0.842729970326 0.985163204748
179_002_01.HWR 6962 1654 4915 1.41648016277 0.733553576558 0.733553576558 2167.0 2896.0 78.7963228957 433 -1592 -114 433 931 -0.198649813272 608 0.13731686297 1.17748618785 1.09461325967
175_015_03.HWR 4718 2334 4178 1.12924844423 1.46841882153 1.46841882153 1785.0 3791.0 431.331496397 794 2107 657 794 1809 0.0652818991098 647 0.226579058923 0.704563439726 0.630440517014
186_009_01.HWR 1383 1576 2976 0.464717741935 4.62039045553 4.62039045553 579.0 775.0 381.746203905 993 949 169 993 1773 0.496023138106 207 -0.133767172813 0.708387096774 1.0735483871
174_004_02.HWR 1277 1486 2615 0.488336520076 4.32732967894 4.32732967894 643.0 631.0 242.740798747 651 -531 191 651 1573 0.606108065779 361 0.25841816758 0.9793977813 1.25673534073
203_014_01.HWR 2994 2083 10911 0.274401979654 5.6539746159 5.6539746159 1196.0 994.0 81.2134268537 454 -688 -206 454 3760 -0.619906479626 131 -0.130594522378 1.29778672032 1.41649899396
200_006_02.HWR 1555 1620 4838 0.321413807358 5.74405144695 5.74405144695 688.0 777.0 190.806430868 620 1478 241 620 2310 0.218649517685 130 -0.181350482315 1.20978120978 1.31016731017
179_002_02.HWR 6967 1449 3844 1.81243496358 -0.0335869097172 -0.0335869097172 2148.0 2521.0 89.0591359265 475 -1352 -136 475 92 -0.399311037749 725 0.162767331707 1.35581118604 1.30107100357
182_012_04.HWR 525 1395 4007 0.131020713751 2.41714285714 2.41714285714 210.0 511.0 332.660952381 516 -245 -86 516 328 -1.6780952381 947 1.30666666667 0.636007827789 0.569471624266
192_004_04.HWR 697 1477 2721 0.256155825064 8.86944045911 8.86944045911 437.0 612.0 324.418938307 628 1151 3 628 1742 1.12769010043 824 1.10903873745 0.539215686275 0.923202614379
196_001_04.HWR 698 2350 8495 0.0821659799882 28.6318051576 28.6318051576 415.0 399.0 290.67765043 959 779 486 959 5940 5.42263610315 1478 2.5558739255 1.03007518797 1.32080200501
180_006_01.HWR 1213 1795 7834 0.154837886137 16.1030502885 16.1030502885 675.0 747.0 241.208573784 635 -176 -899 635 5866 3.28854080791 735 0.826875515251 0.943775100402 1.13253012048
196_009_01.HWR 1119 1191 4758 0.235182849937 8.68811438785 8.68811438785 609.0 705.0 402.714924039 841 774 -60 841 2794 1.29937444147 552 0.00893655049151 0.954609929078 1.21276595745
207_015_03.HWR 4349 2893 9736 0.446692686935 4.33984824097 4.33984824097 1993.0 3301.0 378.202575305 665 447 331 665 5298 0.532996091055 185 -0.138652563808 0.657679491063 0.753710996668
179_002_04.HWR 5287 2226 3694 1.4312398484 0.255721581237 0.255721581237 1837.0 2245.0 93.9092112729 500 -1472 -186 500 102 -0.398713826367 782 0.199356913183 1.21915367483 1.31135857461
171_014_02.HWR 5310 1684 7238 0.733628074054 3.1 3.1 2097.0 3985.0 239.20527307 663 -20 -315 663 4645 0.399058380414 1278 0.184934086629 0.62860727729 0.625846925972
182_012_01.HWR 562 1245 3214 0.174859987554 3.46975088968 3.46975088968 214.0 547.0 299.850533808 431 1758 328 431 243 -1.61565836299 757 0.693950177936 0.553930530165 0.517367458867
204_012_03.HWR 302 1716 8056 0.0374875868918 62.9536423841 62.9536423841 182.0 283.0 456.847682119 738 79 -104 738 5821 14.1456953642 518 0.152317880795 0.52296819788 0.749116607774
197_016_02.HWR 259 1729 4332 0.0597876269621 0.239382239382 0.239382239382 114.0 233.0 612.073359073 976 809 12 976 460 -1.6138996139 616 -1.72972972973 0.802575107296 0.635193133047
195_016_03.HWR 617 2846 5667 0.108875948474 0.319286871961 0.319286871961 263.0 583.0 272.546191248 481 -163 879 481 366 -0.254457050243 864 -1.78768233387 0.716981132075 0.53859348199
196_009_03.HWR 1004 2455 3473 0.289087244457 0.879482071713 0.879482071713 510.0 684.0 453.266932271 921 895 23 921 324 -1.37549800797 651 -1.10557768924 0.899122807018 1.05116959064
201_003_03.HWR 1253 650 3322 0.377182420229 1.67278531524 1.67278531524 620.0 734.0 182.742218675 593 -925 -134 593 333 -0.849162011173 242 0.30007980846 0.908719346049 1.05585831063
170_001_04.HWR 1007 1975 5402 0.186412439837 7.53326713009 7.53326713009 447.0 695.0 467.578947368 1022 -161 -717 1022 2041 0.552135054618 654 0.905660377358 0.807194244604 0.858992805755
192_004_01.HWR 1669 1905 9871 0.169081146794 16.4367884961 16.4367884961 854.0 1105.0 196.174955063 428 281 -242 428 8793 4.63690832834 1123 0.617735170761 0.769230769231 1.06515837104
