# name num_samples height width samples/width avg_x_vel var_x_vel num_pos_x_vel pen_down_samples avg_pressure max_pressure max_pressure_x max_pressure_y pressure_range max_dx avg_ddx max_dy avg_ddy num_neg_vel/Td num_pos_vel/Td
002_20.HWR 976 860 4246 0.229863400848 8.30942622951 8.30942622951 516.0 701.0 374.216188525 963 -1162 -183 963 1938 -0.342213114754 242 0.404713114754 0.871611982882 0.995720399429
002_6.HWR 916 682 4091 0.223906135419 8.42248908297 8.42248908297 517.0 719.0 446.839519651 844 1736 187 844 1835 -0.409388646288 141 0.0720524017467 0.727399165508 0.91933240612
004_03.HWR 533 1501 2917 0.182721974631 12.3977485929 12.3977485929 314.0 419.0 398.56097561 738 802 38 738 1939 2.19887429644 195 -0.292682926829 0.828162291169 1.05966587112
001_10.HWR 430 2371 5451 0.0788846083287 21.9209302326 21.9209302326 263.0 301.0 415.674418605 873 1446 -77 873 2416 0.33023255814 766 1.42558139535 0.767441860465 0.993355481728
006_17.HWR 810 1225 3126 0.259117082534 5.21975308642 5.21975308642 409.0 628.0 478.220987654 850 1326 -170 850 935 -0.592592592593 500 0.964197530864 0.81847133758 0.861464968153
003_5.HWR 982 1296 3891 0.252377280905 4.50101832994 4.50101832994 554.0 793.0 406.057026477 756 -1114 101 756 1009 -0.391038696538 390 0.514256619145 0.773013871375 0.907944514502
009_09.HWR 886 5221 7671 0.115499934819 -17.618510158 -17.618510158 391.0 563.0 248.007900677 653 1042 453 653 418 -7.29571106095 936 -3.37584650113 1.06039076377 0.921847246892
014_02.HWR 841 1215 5319 0.158112427148 12.6765755054 12.6765755054 478.0 671.0 290.771700357 748 2215 -78 748 2689 0.155766944114 397 -0.0154577883472 0.652757078987 0.806259314456
014_11.HWR 1242 1175 8122 0.152918000492 11.0579710145 11.0579710145 546.0 712.0 270.90257649 774 154 -45 774 3166 -0.830917874396 146 -0.308373590982 0.792134831461 0.852528089888
001_19.HWR 446 2232 4881 0.0913747182954 16.4641255605 16.4641255605 259.0 312.0 437.053811659 923 954 -267 923 1765 -0.751121076233 461 1.40358744395 0.820512820513 1.01923076923
006_03.HWR 909 1390 3516 0.258532423208 8.19911991199 8.19911991199 475.0 669.0 404.808580858 860 1140 -152 860 2008 0.63696369637 364 0.38503850385 0.843049327354 0.890881913303
003_05.HWR 982 1296 3891 0.252377280905 4.50101832994 4.50101832994 554.0 793.0 406.057026477 756 -1114 101 756 1009 -0.391038696538 390 0.514256619145 0.773013871375 0.907944514502
015_3.HWR 1918 10056 25758 0.0744623029738 -30.5234619395 -30.5234619395 1018.0 1388.0 403.922836288 873 6447 1557 873 2538 -8.37330552659 1905 -1.76225234619 0.673631123919 0.901296829971
002_04.HWR 881 1068 4311 0.204360937138 9.82746878547 9.82746878547 489.0 668.0 385.331441544 981 -859 -184 981 2184 0.11123723042 538 0.83087400681 0.776946107784 0.925149700599
004_04.HWR 569 1951 3382 0.168243642815 14.5360281195 14.5360281195 289.0 455.0 412.597539543 766 651 54 766 2504 3.11950790861 1086 2.00527240773 0.817582417582 0.940659340659
004_05.HWR 559 1991 4024 0.138916500994 18.0787119857 18.0787119857 273.0 438.0 403.703041145 824 653 -163 824 3104 4.16457960644 1138 2.32021466905 0.776255707763 0.972602739726
014_14.HWR 1252 1198 8358 0.149796602058 11.5023961661 11.5023961661 591.0 719.0 243.720447284 677 -139 -64 677 3389 -0.641373801917 205 -0.170127795527 0.842837273992 1.00417246175
002_03.HWR 877 1008 4223 0.207672270897 9.71037628278 9.71037628278 498.0 681.0 467.290763968 861 -1007 -216 861 2163 0.209806157355 463 0.871151653364 0.775330396476 0.901615271659
014_16.HWR 1249 2585 8301 0.150463799542 12.9519615693 12.9519615693 563.0 720.0 235.616493195 690 -1970 210 690 4017 -0.0616493194556 181 -0.656525220176 0.840277777778 0.876388888889
016_20.HWR 261 1737 4980 0.0524096385542 27.5095785441 27.5095785441 149.0 218.0 508.647509579 944 1983 -765 944 1976 1.67816091954 660 1.14559386973 0.912844036697 0.899082568807
012_12.HWR 227 2347 5761 0.0394028814442 57.9251101322 57.9251101322 141.0 204.0 567.418502203 1002 -529 -32 1002 3740 8.39207048458 1600 4.55947136564 0.470588235294 0.754901960784
003_3.HWR 951 1426 2968 0.320417789757 5.65509989485 5.65509989485 545.0 717.0 411.101997897 806 92 -101 806 1318 -0.111461619348 813 1.03364879075 0.808926080893 1.00278940028
006_11.HWR 897 1312 3292 0.27247873633 6.70680044593 6.70680044593 497.0 672.0 449.210702341 871 77 9 871 1534 0.118171683389 697 1.09698996656 0.840773809524 0.943452380952
016_2.HWR 225 1759 5600 0.0401785714286 26.3822222222 26.3822222222 117.0 211.0 554.328888889 825 1359 -494 825 1801 5.63555555556 1080 5.42222222222 0.895734597156 0.744075829384
001_6.HWR 382 2122 6269 0.0609347583347 31.3926701571 31.3926701571 250.0 267.0 436.191099476 950 1768 599 950 3300 2.97905759162 987 2.14659685864 0.711610486891 1.10112359551
009_17.HWR 755 1556 3216 0.234763681592 3.92185430464 3.92185430464 397.0 575.0 355.478145695 721 767 -115 721 625 -0.62119205298 395 -0.760264900662 0.820869565217 0.885217391304
012_24.HWR 236 2504 5340 0.0441947565543 50.7415254237 50.7415254237 141.0 207.0 519.271186441 1002 171 66 1002 3518 9.02118644068 1306 3.3093220339 0.507246376812 0.782608695652
004_15.HWR 512 1398 3163 0.161871640847 15.11328125 15.11328125 264.0 451.0 483.81640625 782 523 -85 782 2338 3.1640625 205 0.3125 0.660753880266 0.80044345898
002_23.HWR 861 775 4597 0.18729606265 11.049941928 11.049941928 479.0 665.0 396.297328688 919 -915 -229 919 2482 0.511033681765 241 0.528455284553 0.778947368421 0.902255639098
001_03.HWR 463 2275 4948 0.0935731608731 17.8293736501 17.8293736501 241.0 338.0 389.654427646 888 1547 19 861 2081 0.11879049676 242 0.894168466523 0.775147928994 0.884615384615
016_12.HWR 250 1984 4968 0.0503220611916 23.648 23.648 129.0 207.0 489.192 937 2000 -862 937 1655 2.672 1021 1.424 1.07729468599 0.869565217391
009_16.HWR 767 1639 2703 0.283758786533 7.44589308996 7.44589308996 419.0 576.0 318.683181226 700 771 -187 700 1511 0.423728813559 362 0.0013037809648 0.809027777778 0.920138888889
006_3.HWR 909 1390 3516 0.258532423208 8.19911991199 8.19911991199 475.0 669.0 404.808580858 860 1140 -152 860 2008 0.63696369637 364 0.38503850385 0.843049327354 0.890881913303
012_21.HWR 248 2094 4116 0.0602526724976 37.2419354839 37.2419354839 138.0 216.0 479.741935484 910 675 185 910 2639 5.39516129032 987 2.66935483871 0.546296296296 0.768518518519
001_18.HWR 406 1960 5181 0.0783632503378 21.7044334975 21.7044334975 253.0 267.0 394.078817734 900 1688 656 900 2209 -0.0837438423645 883 2.16995073892 0.734082397004 1.1797752809
003_03.HWR 951 1426 2968 0.320417789757 5.65509989485 5.65509989485 545.0 717.0 411.101997897 806 92 -101 806 1318 -0.111461619348 813 1.03364879075 0.808926080893 1.00278940028
014_08.HWR 1242 1899 8420 0.147505938242 11.1215780998 11.1215780998 554.0 706.0 244.445249597 729 67 -69 729 3151 -0.928341384863 179 -0.522544283414 0.953257790368 0.848441926346
006_07.HWR 895 1531 3251 0.275299907721 6.76536312849 6.76536312849 512.0 661.0 438.636871508 867 394 -164 867 1506 -0.0234636871508 579 0.972067039106 0.90015128593 1.04841149773
001_16.HWR 383 2380 5687 0.0673465799191 19.1514360313 19.1514360313 229.0 273.0 451.093994778 984 1290 -204 984 1749 -1.09399477807 582 1.60052219321 0.805860805861 1.06227106227
015_06.HWR 2008 8613 25565 0.0785448855858 -27.5139442231 -27.5139442231 1066.0 1458.0 392.87001992 868 6097 1065 868 2040 -7.8187250996 1253 -2.27290836653 0.724279835391 0.875171467764
014_10.HWR 1265 2256 8912 0.141943447038 11.5383399209 11.5383399209 616.0 728.0 254.399209486 701 -113 -101 701 3503 -0.43162055336 153 -0.434782608696 0.880494505495 0.894230769231
004_10.HWR 542 2721 4275 0.126783625731 19.7011070111 19.7011070111 298.0 449.0 422.647601476 758 641 -13 758 3279 4.57564575646 1824 3.4667896679 0.779510022272 1.00445434298
003_16.HWR 864 1818 3436 0.251455180442 8.53819444444 8.53819444444 477.0 699.0 435.894675926 762 -1060 114 762 1977 0.584490740741 370 0.452546296296 0.808297567954 0.918454935622
003_08.HWR 841 844 3630 0.231680440771 4.31034482759 4.31034482759 507.0 680.0 429.787158145 738 168 90 738 709 -0.938168846611 344 0.570749108205 0.764705882353 0.95
001_4.HWR 408 2779 6402 0.0637300843486 30.8308823529 30.8308823529 262.0 281.0 382.845588235 956 1456 127 956 3521 3.5318627451 1368 3.02205882353 0.729537366548 1.08185053381
006_4.HWR 912 3360 3137 0.290723621294 3.10855263158 3.10855263158 512.0 641.0 421.927631579 863 1415 -140 863 437 -1.20285087719 270 -2.57894736842 0.973478939158 1.04680187207
003_01.HWR 891 1256 3399 0.26213592233 4.85185185185 4.85185185185 513.0 708.0 409.272727273 789 -87 101 789 949 -0.602693602694 595 0.773288439955 0.785310734463 0.943502824859
002_14.HWR 870 1036 4071 0.213706705969 9.57011494253 9.57011494253 483.0 686.0 440.872413793 907 -844 -176 907 2133 0.268965517241 493 0.814942528736 0.760932944606 0.877551020408
004_13.HWR 534 1278 3568 0.14966367713 15.797752809 15.797752809 275.0 427.0 384.299625468 887 675 -92 887 2550 3.40074906367 527 0.842696629213 0.814988290398 0.978922716628
014_6.HWR 822 1366 6063 0.135576447303 15.0291970803 15.0291970803 476.0 677.0 370.779805353 809 1536 31 809 3152 0.330900243309 202 -0.467153284672 0.615952732644 0.762186115214
009_04.HWR 851 3175 5194 0.163842895649 13.4453584019 13.4453584019 469.0 567.0 265.925969448 664 -582 -109 664 3417 2.61574618096 444 -2.02702702703 0.980599647266 1.04409171076
002_7.HWR 930 1104 4242 0.219236209335 9.2064516129 9.2064516129 523.0 708.0 412.975268817 999 -940 -147 999 2217 0.367741935484 603 1.0 0.778248587571 0.908192090395
012_5.HWR 220 2091 3916 0.0561797752809 36.9909090909 36.9909090909 127.0 191.0 532.272727273 1022 5 -41 1022 2261 4.44545454545 1246 3.38181818182 0.528795811518 0.764397905759
003_21.HWR 783 1357 3259 0.240257747775 6.87867177522 6.87867177522 455.0 656.0 429.076628352 787 -1086 87 787 1335 -0.0791826309068 654 0.886334610473 0.774390243902 0.91006097561
012_19.HWR 230 2307 4436 0.0518485121731 40.7217391304 40.7217391304 126.0 208.0 487.873913043 1000 713 199 1000 2648 5.51304347826 1423 4.04347826087 0.538461538462 0.701923076923
002_06.HWR 916 682 4091 0.223906135419 8.42248908297 8.42248908297 517.0 719.0 446.839519651 844 1736 187 844 1835 -0.409388646288 141 0.0720524017467 0.727399165508 0.91933240612
009_01.HWR 743 1901 3161 0.235052198671 7.20726783311 7.20726783311 417.0 564.0 296.049798116 690 739 -20 690 1451 0.590847913863 321 0.64602960969 0.812056737589 0.971631205674
006_05.HWR 898 1991 3446 0.260591990714 7.64365256125 7.64365256125 523.0 651.0 427.233853007 852 1392 -332 852 1779 0.30289532294 1241 1.81959910913 0.861751152074 1.04915514593
009_5.HWR 880 2599 2844 0.309423347398 7.18636363636 7.18636363636 462.0 579.0 265.7 667 -427 -209 667 1753 0.765909090909 359 -1.78636363636 0.94127806563 1.07426597582
016_15.HWR 250 1765 4792 0.0521702838063 21.292 21.292 135.0 214.0 496.288 874 1559 -778 874 1441 1.444 883 2.136 0.873831775701 0.831775700935
006_19.HWR 799 1373 3329 0.24001201562 6.00125156446 6.00125156446 463.0 620.0 494.290362954 918 589 -207 918 1121 -0.389236545682 451 0.90112640801 0.838709677419 0.961290322581
012_01.HWR 225 2198 5154 0.0436554132712 51.76 51.76 132.0 204.0 508.848888889 1019 568 154 1019 3449 9.66222222222 1447 3.92444444444 0.509803921569 0.71568627451
009_7.HWR 878 4496 7409 0.118504521528 20.777904328 20.777904328 520.0 572.0 257.284738041 628 428 238 628 5557 4.53872437358 657 -3.24145785877 1.03496503497 1.07517482517
009_18.HWR 810 4593 3288 0.246350364964 -2.43827160494 -2.43827160494 416.0 588.0 320.519753086 694 882 -83 694 345 -2.75185185185 458 -4.04938271605 0.87925170068 0.887755102041
009_08.HWR 892 4033 9553 0.0933738092746 28.1670403587 28.1670403587 524.0 602.0 268.8632287 638 -229 -27 638 7791 6.7701793722 683 -2.58408071749 1.01162790698 1.0780730897
015_2.HWR 1558 3020 6881 0.226420578404 9.83697047497 9.83697047497 966.0 1446.0 512.3042362 795 463 511 795 4403 1.46726572529 1407 1.09435173299 0.626556016598 0.796680497925
004_24.HWR 553 1383 3082 0.179428942245 12.1084990958 12.1084990958 294.0 370.0 333.716094033 924 1137 -24 924 1861 1.42495479204 588 1.0 0.989189189189 1.14324324324
014_8.HWR 1242 1899 8420 0.147505938242 11.1215780998 11.1215780998 554.0 706.0 244.445249597 729 67 -69 729 3151 -0.928341384863 179 -0.522544283414 0.953257790368 0.848441926346
006_06.HWR 827 1749 3440 0.240406976744 8.9492140266 8.9492140266 449.0 632.0 470.051995163 858 628 -31 858 2039 0.912938331318 1167 1.86336154776 0.791139240506 0.903481012658
002_08.HWR 892 886 4126 0.216190014542 9.0033632287 9.0033632287 501.0 676.0 413.780269058 1022 -839 -152 1022 1960 -0.198430493274 327 0.45067264574 0.78550295858 0.931952662722
006_24.HWR 840 1243 4893 0.171673819742 13.3904761905 13.3904761905 458.0 638.0 470.93452381 838 1187 -182 838 3234 2.05238095238 631 1.05119047619 0.780564263323 0.868338557994
001_24.HWR 561 6501 11820 0.047461928934 47.303030303 47.303030303 341.0 264.0 301.639928699 942 1009 288 942 7935 9.19251336898 2301 5.30303030303 1.19696969697 1.51136363636
015_12.HWR 1540 2913 4812 0.320033250208 6.10519480519 6.10519480519 915.0 1389.0 571.290909091 1022 2037 65 1022 2369 0.0480519480519 633 0.481168831169 0.610511159107 0.775377969762
002_11.HWR 914 1010 5087 0.179673678003 11.8260393873 11.8260393873 528.0 696.0 410.628008753 853 -1048 -288 853 2922 0.992341356674 469 0.645514223195 0.754310344828 0.926724137931
002_1.HWR 882 1357 4276 0.206267539757 9.92517006803 9.92517006803 485.0 683.0 462.005668934 925 1632 98 925 2248 0.294784580499 747 1.13945578231 0.792093704246 0.901903367496
012_13.HWR 235 2463 5390 0.043599257885 53.8936170213 53.8936170213 135.0 210.0 565.982978723 960 -43 -103 960 3729 9.85106382979 1645 4.65106382979 0.538095238095 0.690476190476
014_13.HWR 1238 2282 8867 0.139618811323 11.049273021 11.049273021 620.0 702.0 239.592891761 718 867 -123 718 3218 -0.6098546042 195 -0.27140549273 0.920227920228 1.03418803419
016_3.HWR 260 1966 4476 0.0580875781948 13.8038461538 13.8038461538 138.0 215.0 450.011538462 707 661 -257 707 954 0.896153846154 987 2.24230769231 1.00465116279 0.86511627907
002_19.HWR 927 1000 4034 0.229796727814 8.33656957929 8.33656957929 523.0 701.0 342.968716289 777 1346 3 777 1849 -0.366774541532 246 0.512405609493 0.801711840228 0.990014265335
016_24.HWR 235 1410 5263 0.0446513395402 18.1446808511 18.1446808511 121.0 201.0 506.165957447 1005 1336 -633 1005 1199 1.57446808511 509 0.668085106383 0.915422885572 0.835820895522
002_22.HWR 867 833 4085 0.212239902081 9.29988465975 9.29988465975 487.0 652.0 384.667820069 900 -990 -189 900 1999 -0.042675893887 252 0.39907727797 0.826687116564 0.949386503067
001_07.HWR 748 2485 11517 0.0649474689589 24.2767379679 24.2767379679 276.0 257.0 220.709893048 929 -3511 913 929 6852 -3.19117647059 481 -0.209893048128 1.59922178988 1.45525291829
009_1.HWR 743 1901 3161 0.235052198671 7.20726783311 7.20726783311 417.0 564.0 296.049798116 690 739 -20 690 1451 0.590847913863 321 0.64602960969 0.812056737589 0.971631205674
004_2.HWR 510 1214 3509 0.145340552864 17.1137254902 17.1137254902 291.0 373.0 380.52745098 816 -451 -466 816 2671 3.85490196078 177 0.166666666667 0.87399463807 1.08579088472
016_11.HWR 233 1618 4450 0.0523595505618 28.3519313305 28.3519313305 125.0 195.0 465.407725322 1022 1733 -599 1022 1946 4.84120171674 843 3.06008583691 0.8 0.835897435897
014_03.HWR 809 1224 5720 0.141433566434 14.2645241038 14.2645241038 480.0 649.0 334.980222497 765 2353 -123 765 2924 0.262051915946 185 -0.40173053152 0.651771956857 0.804314329738
009_19.HWR 785 1639 4747 0.16536760059 13.8598726115 13.8598726115 434.0 592.0 330.141401274 663 912 -86 663 3190 2.3949044586 429 -0.373248407643 0.85472972973 0.944256756757
016_16.HWR 237 1855 5154 0.045983701979 23.6160337553 23.6160337553 123.0 194.0 474.805907173 849 1540 -786 849 1602 3.50632911392 993 1.90717299578 0.845360824742 0.778350515464
012_20.HWR 233 2282 4846 0.0480808914569 45.5364806867 45.5364806867 129.0 207.0 481.716738197 923 975 283 923 3025 6.62660944206 1369 3.96995708155 0.550724637681 0.739130434783
015_18.HWR 1526 2880 4220 0.361611374408 3.97771952818 3.97771952818 940.0 1345.0 495.975753604 830 1682 -227 830 1343 -0.457404980341 357 0.445609436435 0.661710037175 0.847583643123
002_3.HWR 877 1008 4223 0.207672270897 9.71037628278 9.71037628278 498.0 681.0 467.290763968 861 -1007 -216 861 2163 0.209806157355 463 0.871151653364 0.775330396476 0.901615271659
001_02.HWR 357 2366 4721 0.0756195721245 20.0588235294 20.0588235294 209.0 290.0 463.240896359 884 1533 -57 707 1840 0.607843137255 251 0.644257703081 0.696551724138 0.865517241379
014_23.HWR 1256 2154 8110 0.15487053021 11.0780254777 11.0780254777 647.0 734.0 267.054140127 701 -31 -44 701 3327 -0.449044585987 162 -0.346337579618 0.810626702997 0.976839237057
003_06.HWR 935 1134 3495 0.267525035765 6.89090909091 6.89090909091 535.0 774.0 438.29197861 760 176 84 760 1668 0.244919786096 473 0.668449197861 0.760981912145 0.888888888889
002_21.HWR 893 894 3954 0.225847243298 8.32922732363 8.32922732363 490.0 685.0 405.393057111 828 -1090 -112 828 1819 -0.156774916013 203 0.413213885778 0.785401459854 0.909489051095
003_18.HWR 803 1310 3926 0.204533876719 9.9900373599 9.9900373599 489.0 647.0 382.866749689 766 -1167 94 766 2171 0.814445828144 565 0.814445828144 0.788253477589 0.976816074189
014_22.HWR 1262 3671 8348 0.151173933876 11.6101426307 11.6101426307 592.0 728.0 243.001584786 722 -1908 -26 722 3526 -0.418383518225 2548 1.94136291601 0.82967032967 0.979395604396
014_24.HWR 910 1066 6067 0.149991758695 13.7252747253 13.7252747253 505.0 726.0 383.682417582 755 1482 -52 755 3251 0.608791208791 126 -0.325274725275 0.670798898072 0.775482093664
006_12.HWR 856 1526 3001 0.285238253915 5.42289719626 5.42289719626 441.0 679.0 495.442757009 850 978 -65 850 1078 -0.355140186916 610 1.42406542056 0.79970544919 0.810014727541
006_15.HWR 820 1229 3686 0.222463374932 8.16585365854 8.16585365854 423.0 631.0 465.381707317 944 1445 -232 944 1732 0.258536585366 654 1.06829268293 0.809825673534 0.879556259905
004_23.HWR 490 2281 3621 0.135321734328 17.7387755102 17.7387755102 255.0 365.0 347.618367347 765 44 -34 765 2560 3.2 1156 2.76326530612 0.865753424658 1.01095890411
015_5.HWR 1991 4463 8254 0.241216379937 7.40180813661 7.40180813661 1096.0 1470.0 415.041185334 802 1104 -78 802 3884 0.411351079859 466 0.108990457057 0.81768707483 0.985034013605
004_1.HWR 645 1967 7476 0.0862760834671 29.8 29.8 363.0 450.0 389.790697674 944 190 -165 944 5922 6.97519379845 1145 1.71317829457 0.844444444444 1.12
006_7.HWR 895 1531 3251 0.275299907721 6.76536312849 6.76536312849 512.0 661.0 438.636871508 867 394 -164 867 1506 -0.0234636871508 579 0.972067039106 0.90015128593 1.04841149773
014_21.HWR 1272 5061 19574 0.0649841626648 -29.3875786164 -29.3875786164 615.0 722.0 242.422955975 696 6460 1277 696 2450 -7.22091194969 1107 -1.44418238994 0.814404432133 0.983379501385
003_24.HWR 782 1440 3872 0.201962809917 10.7122762148 10.7122762148 469.0 625.0 403.744245524 789 -1186 92 789 2285 0.960358056266 458 0.705882352941 0.808 0.9776
014_04.HWR 836 1207 5771 0.144862242246 14.4425837321 14.4425837321 499.0 681.0 342.982057416 723 1384 1 723 3157 0.700956937799 418 -0.0693779904306 0.604992657856 0.801762114537
016_10.HWR 219 1596 5037 0.0434782608696 30.2511415525 30.2511415525 120.0 184.0 483.908675799 903 1791 -605 903 1903 3.59360730594 807 3.34703196347 0.739130434783 0.777173913043
012_22.HWR 247 2283 5074 0.048679542767 47.2631578947 47.2631578947 134.0 214.0 480.165991903 884 851 186 884 3418 8.25910931174 1150 2.61943319838 0.570093457944 0.752336448598
001_04.HWR 352 2235 4972 0.070796460177 24.4261363636 24.4261363636 220.0 281.0 443.752840909 956 1810 229 906 2306 1.59659090909 467 1.19602272727 0.693950177936 0.907473309609
012_10.HWR 215 2358 4298 0.0500232666356 40.0325581395 40.0325581395 120.0 192.0 595.623255814 1022 270 282 1022 2363 4.43255813953 1557 3.96279069767 0.520833333333 0.723958333333
014_17.HWR 1256 1833 8404 0.149452641599 12.8447452229 12.8447452229 655.0 738.0 276.666401274 800 -136 -157 800 4005 -0.0501592356688 1320 0.779458598726 0.863143631436 1.0243902439
001_23.HWR 348 1921 6522 0.0533578656854 34.7931034483 34.7931034483 216.0 250.0 467.721264368 1005 1605 -42 1005 3359 3.64942528736 684 2.3275862069 0.74 1.004
015_04.HWR 1968 5101 10123 0.194408772103 9.04928861789 9.04928861789 1155.0 1418.0 376.328252033 827 592 -369 827 4834 0.791158536585 1413 0.213414634146 0.772919605078 1.01339915374
009_2.HWR 756 1772 3739 0.202193099759 10.7023809524 10.7023809524 423.0 550.0 279.732804233 642 -720 -354 642 2326 1.59126984127 690 1.31349206349 0.790909090909 0.98
015_23.HWR 1477 3513 7533 0.196070622594 11.7461069736 11.7461069736 917.0 1351.0 521.545700745 881 2069 -24 881 5043 1.91130670278 2136 1.48341232227 0.617320503331 0.80384900074
012_18.HWR 235 1878 4675 0.0502673796791 41.0468085106 41.0468085106 125.0 206.0 521.280851064 982 1346 374 982 2735 5.74468085106 932 2.0085106383 0.558252427184 0.733009708738
015_22.HWR 1491 3988 7435 0.200537995965 11.1562709591 11.1562709591 942.0 1311.0 460.66130114 864 2243 -107 864 4761 1.63112005366 2600 1.83031522468 0.683447749809 0.906941266209
002_9.HWR 886 941 4216 0.210151802657 8.5316027088 8.5316027088 481.0 688.0 417.030474041 771 1843 220 771 1778 -0.472911963883 393 0.571106094808 0.738372093023 0.896802325581
006_01.HWR 1015 1478 3321 0.305630834086 4.82463054187 4.82463054187 532.0 733.0 401.401970443 812 1319 -372 812 1159 -0.257142857143 425 0.592118226601 0.914051841746 0.979536152797
002_15.HWR 873 960 3979 0.219401859764 8.73195876289 8.73195876289 483.0 681.0 415.608247423 870 -1030 -162 870 1827 -0.335624284078 384 0.756013745704 0.751835535977 0.900146842878
014_5.HWR 1199 1469 7712 0.155471991701 12.2935779817 12.2935779817 558.0 681.0 237.572143453 771 -162 158 771 3526 -0.52210175146 181 -0.292743953294 0.644640234949 1.00293685756
006_6.HWR 827 1749 3440 0.240406976744 8.9492140266 8.9492140266 449.0 632.0 470.051995163 858 628 -31 858 2039 0.912938331318 1167 1.86336154776 0.791139240506 0.903481012658
004_16.HWR 574 1590 4084 0.140548481881 17.5383275261 17.5383275261 293.0 350.0 289.287456446 779 840 0 779 3112 4.25261324042 951 1.54006968641 1.03714285714 1.20857142857
016_8.HWR 249 1798 4707 0.0528999362651 18.3975903614 18.3975903614 128.0 200.0 427.831325301 821 1655 -602 821 1276 1.44176706827 1002 2.77510040161 0.955 0.8
016_05.HWR 258 1590 4934 0.0522902310499 20.1434108527 20.1434108527 139.0 221.0 466.899224806 979 1674 -631 979 1408 1.61627906977 859 2.41472868217 0.904977375566 0.83257918552
016_04.HWR 265 1906 5117 0.0517881571233 19.8528301887 19.8528301887 140.0 228.0 486.41509434 1007 1608 -806 1007 1427 1.20377358491 971 1.58113207547 0.820175438596 0.780701754386
012_09.HWR 232 2060 4583 0.0506218634082 45.474137931 45.474137931 131.0 203.0 494.056034483 953 497 144 953 3038 7.0775862069 1164 3.03017241379 0.522167487685 0.729064039409
003_10.HWR 808 1365 3062 0.263879817113 8.55693069307 8.55693069307 438.0 660.0 440.669554455 786 -975 70 786 1928 1.0 662 0.967821782178 0.775757575758 0.889393939394
001_06.HWR 382 2122 6269 0.0609347583347 31.3926701571 31.3926701571 250.0 267.0 436.191099476 950 1768 599 950 3300 2.97905759162 987 2.14659685864 0.711610486891 1.10112359551
014_15.HWR 1237 8315 23813 0.0519464158233 -38.0476960388 -38.0476960388 598.0 704.0 253.413904608 836 7832 2267 836 3424 -8.99029911075 1910 -2.65642683913 0.723011363636 0.984375
001_15.HWR 470 2461 5458 0.086112128985 20.0319148936 20.0319148936 297.0 310.0 405.876595745 868 724 -385 868 2331 -0.210638297872 575 2.13829787234 0.822580645161 1.14838709677
003_07.HWR 893 1403 3604 0.247780244173 4.67525195969 4.67525195969 487.0 671.0 394.165733483 721 -1176 127 721 903 -0.643896976484 391 0.52967525196 0.807749627422 1.01192250373
002_18.HWR 926 842 3986 0.232313095835 6.73758099352 6.73758099352 492.0 692.0 390.852051836 875 -1010 -171 875 1335 -0.94060475162 111 -0.179265658747 0.809248554913 0.929190751445
006_9.HWR 824 1392 3518 0.234223990904 6.71601941748 6.71601941748 425.0 643.0 497.197815534 901 325 -97 901 1334 -0.259708737864 781 1.31189320388 0.832037325039 0.867807153966
009_3.HWR 810 1443 3061 0.264619405423 7.6037037037 7.6037037037 429.0 582.0 289.603703704 622 260 -285 622 1697 0.766666666667 306 -0.50987654321 0.848797250859 0.920962199313
